X,Y,Z_Plane,Temperature_3D,Temperature_2D,Temp_Difference
0.05,0.085,30,322.931,341.498,-18.567
0.05,0.09,30,322.602,341.472,-18.87
0.05,0.095,30,322.316,341.449,-19.133
0.05,0.1,30,322.074,341.427,-19.353
0.045,-2.60E-34,30,336.074,342.247,-6.173
0.045,0.005,30,334.855,342.187,-7.332
0.045,0.01,30,333.696,342.128,-8.432
0.045,0.015,30,332.598,342.072,-9.474
0.045,0.02,30,331.559,342.017,-10.458
0.045,0.025,30,330.578,341.965,-11.387
0.045,0.03,30,329.654,341.914,-12.26
0.045,0.035,30,328.787,341.866,-13.079
0.045,0.04,30,327.974,341.82,-13.846
0.045,0.045,30,327.214,341.776,-14.562
0.045,0.05,30,326.507,341.734,-15.227
0.045,0.055,30,325.851,341.694,-15.843
0.045,0.06,30,325.244,341.656,-16.412
0.045,0.065,30,324.685,341.62,-16.935
0.045,0.07,30,324.175,341.586,-17.411
0.045,0.075,30,323.711,341.554,-17.843
0.045,0.08,30,323.293,341.525,-18.232
0.045,0.085,30,322.92,341.497,-18.577
0.045,0.09,30,322.591,341.471,-18.88
0.045,0.095,30,322.306,341.448,-19.142
0.045,0.1,30,322.064,341.426,-19.362
0.04,-2.31E-34,30,336.03,342.244,-6.214
0.04,0.005,30,334.81,342.184,-7.374
0.04,0.01,30,333.652,342.125,-8.473
0.04,0.015,30,332.554,342.068,-9.514
0.04,0.02,30,331.516,342.014,-10.498
0.04,0.025,30,330.536,341.962,-11.426
0.04,0.03,30,329.613,341.911,-12.298
0.04,0.035,30,328.746,341.863,-13.117
0.04,0.04,30,327.934,341.817,-13.883
0.04,0.045,30,327.176,341.773,-14.597
0.04,0.05,30,326.469,341.731,-15.262
0.04,0.055,30,325.813,341.691,-15.878
0.04,0.06,30,325.207,341.653,-16.446
0.04,0.065,30,324.65,341.617,-16.967
0.04,0.07,30,324.14,341.583,-17.443
0.04,0.075,30,323.677,341.551,-17.874
0.04,0.08,30,323.259,341.521,-18.262
0.04,0.085,30,322.886,341.494,-18.608
0.04,0.09,30,322.558,341.468,-18.91
0.04,0.095,30,322.273,341.445,-19.172
0.04,0.1,30,322.032,341.423,-19.391
0.035,-2.02E-34,30,335.955,342.239,-6.284
0.035,0.005,30,334.736,342.178,-7.442
0.035,0.01,30,333.578,342.12,-8.542
0.035,0.015,30,332.481,342.063,-9.582
0.035,0.02,30,331.444,342.009,-10.565
0.035,0.025,30,330.465,341.956,-11.491
0.035,0.03,30,329.544,341.906,-12.362
0.035,0.035,30,328.678,341.858,-13.18
0.035,0.04,30,327.868,341.812,-13.944
0.035,0.045,30,327.111,341.767,-14.656
0.035,0.05,30,326.406,341.725,-15.319
0.035,0.055,30,325.751,341.685,-15.934
0.035,0.06,30,325.147,341.647,-16.5
0.035,0.065,30,324.59,341.612,-17.022
0.035,0.07,30,324.082,341.578,-17.496
0.035,0.075,30,323.62,341.546,-17.926
0.035,0.08,30,323.203,341.516,-18.313
0.035,0.085,30,322.831,341.489,-18.658
0.035,0.09,30,322.504,341.463,-18.959
0.035,0.095,30,322.219,341.44,-19.221
0.035,0.1,30,321.978,341.418,-19.44
0.03,-1.73E-34,30,335.85,342.232,-6.382
0.03,0.005,30,334.631,342.171,-7.54
0.03,0.01,30,333.474,342.113,-8.639
0.03,0.015,30,332.378,342.056,-9.678
0.03,0.02,30,331.343,342.002,-10.659
0.03,0.025,30,330.366,341.949,-11.583
0.03,0.03,30,329.447,341.899,-12.452
0.03,0.035,30,328.583,341.851,-13.268
0.03,0.04,30,327.775,341.804,-14.029
0.03,0.045,30,327.02,341.76,-14.74
0.03,0.05,30,326.317,341.718,-15.401
0.03,0.055,30,325.665,341.678,-16.013
0.03,0.06,30,325.062,341.64,-16.578
0.03,0.065,30,324.507,341.604,-17.097
0.03,0.07,30,324,341.571,-17.571
0.03,0.075,30,323.54,341.539,-17.999
0.03,0.08,30,323.124,341.509,-18.385
0.03,0.085,30,322.754,341.482,-18.728
0.03,0.09,30,322.427,341.456,-19.029
0.03,0.095,30,322.144,341.432,-19.288
0.03,0.1,30,321.904,341.411,-19.507
0.025,-1.44E-34,30,335.714,342.223,-6.509
0.025,0.005,30,334.496,342.162,-7.666
0.025,0.01,30,333.34,342.103,-8.763
0.025,0.015,30,332.246,342.047,-9.801
0.025,0.02,30,331.212,341.992,-10.78
0.025,0.025,30,330.238,341.94,-11.702
0.025,0.03,30,329.321,341.89,-12.569
0.025,0.035,30,328.461,341.841,-13.38
0.025,0.04,30,327.656,341.795,-14.139
0.025,0.045,30,326.903,341.751,-14.848
0.025,0.05,30,326.203,341.709,-15.506
0.025,0.055,30,325.553,341.669,-16.116
0.025,0.06,30,324.953,341.631,-16.678
0.025,0.065,30,324.401,341.595,-17.194
0.025,0.07,30,323.896,341.561,-17.665
0.025,0.075,30,323.437,341.53,-18.093
0.025,0.08,30,323.023,341.5,-18.477
0.025,0.085,30,322.654,341.472,-18.818
0.025,0.09,30,322.329,341.447,-19.118
0.025,0.095,30,322.047,341.423,-19.376
0.025,0.1,30,321.808,341.402,-19.594
0.02,-1.16E-34,30,335.546,342.211,-6.665
0.02,0.005,30,334.328,342.151,-7.823
0.02,0.01,30,333.174,342.092,-8.918
0.02,0.015,30,332.082,342.035,-9.953
0.02,0.02,30,331.052,341.981,-10.929
0.02,0.025,30,330.081,341.928,-11.847
0.02,0.03,30,329.168,341.878,-12.71
0.02,0.035,30,328.311,341.83,-13.519
0.02,0.04,30,327.509,341.784,-14.275
0.02,0.045,30,326.76,341.74,-14.98
0.02,0.05,30,326.064,341.698,-15.634
0.02,0.055,30,325.417,341.658,-16.241
0.02,0.06,30,324.82,341.62,-16.8
0.02,0.065,30,324.27,341.584,-17.314
0.02,0.07,30,323.768,341.55,-17.782
0.02,0.075,30,323.311,341.518,-18.207
0.02,0.08,30,322.9,341.489,-18.589
0.02,0.085,30,322.533,341.461,-18.928
0.02,0.09,30,322.21,341.435,-19.225
0.02,0.095,30,321.929,341.412,-19.483
0.02,0.1,30,321.691,341.39,-19.699
0.015,-8.67E-35,30,335.345,342.198,-6.853
0.015,0.005,30,334.128,342.137,-8.009
0.015,0.01,30,332.976,342.078,-9.102
0.015,0.015,30,331.888,342.022,-10.134
0.015,0.02,30,330.861,341.967,-11.106
0.015,0.025,30,329.894,341.915,-12.021
0.015,0.03,30,328.986,341.865,-12.879
0.015,0.035,30,328.134,341.816,-13.682
0.015,0.04,30,327.336,341.77,-14.434
0.015,0.045,30,326.592,341.726,-15.134
0.015,0.05,30,325.899,341.684,-15.785
0.015,0.055,30,325.256,341.644,-16.388
0.015,0.06,30,324.662,341.606,-16.944
0.015,0.065,30,324.116,341.571,-17.455
0.015,0.07,30,323.617,341.537,-17.92
0.015,0.075,30,323.163,341.505,-18.342
0.015,0.08,30,322.755,341.475,-18.72
0.015,0.085,30,322.39,341.448,-19.058
0.015,0.09,30,322.069,341.422,-19.353
0.015,0.095,30,321.79,341.399,-19.609
0.015,0.1,30,321.553,341.377,-19.824
0.01,-5.78E-35,30,335.109,342.182,-7.073
0.01,0.005,30,333.893,342.121,-8.228
0.01,0.01,30,332.744,342.063,-9.319
0.01,0.015,30,331.66,342.006,-10.346
0.01,0.02,30,330.639,341.952,-11.313
0.01,0.025,30,329.678,341.9,-12.222
0.01,0.03,30,328.775,341.849,-13.074
0.01,0.035,30,327.928,341.801,-13.873
0.01,0.04,30,327.136,341.755,-14.619
0.01,0.045,30,326.397,341.711,-15.314
0.01,0.05,30,325.709,341.669,-15.96
0.01,0.055,30,325.071,341.629,-16.558
0.01,0.06,30,324.481,341.591,-17.11
0.01,0.065,30,323.939,341.555,-17.616
0.01,0.07,30,323.443,341.521,-18.078
0.01,0.075,30,322.993,341.49,-18.497
0.01,0.08,30,322.587,341.46,-18.873
0.01,0.085,30,322.225,341.432,-19.207
0.01,0.09,30,321.906,341.407,-19.501
0.01,0.095,30,321.63,341.383,-19.753
0.01,0.1,30,321.395,341.362,-19.967
0.005,-2.89E-35,30,334.835,342.165,-7.33
0.005,0.005,30,333.621,342.104,-8.483
0.005,0.01,30,332.478,342.045,-9.567
0.005,0.015,30,331.4,341.989,-10.589
0.005,0.02,30,330.386,341.934,-11.548
0.005,0.025,30,329.432,341.882,-12.45
0.005,0.03,30,328.536,341.832,-13.296
0.005,0.035,30,327.696,341.783,-14.087
0.005,0.04,30,326.91,341.737,-14.827
0.005,0.045,30,326.176,341.693,-15.517
0.005,0.05,30,325.494,341.651,-16.157
0.005,0.055,30,324.861,341.611,-16.75
0.005,0.06,30,324.276,341.574,-17.298
0.005,0.065,30,323.738,341.538,-17.8
0.005,0.07,30,323.247,341.504,-18.257
0.005,0.075,30,322.8,341.472,-18.672
0.005,0.08,30,322.398,341.443,-19.045
0.005,0.085,30,322.039,341.415,-19.376
0.005,0.09,30,321.723,341.389,-19.666
0.005,0.095,30,321.448,341.366,-19.918
0.005,0.1,30,321.215,341.345,-20.13
-5.51E-19,0.005,30,333.309,342.084,-8.775
0,0,30,334.291,342.135,-7.844
-1.10E-18,0.01,30,332.175,342.026,-9.851
-1.65E-18,0.015,30,331.106,341.969,-10.863
-2.20E-18,0.02,30,330.101,341.915,-11.814
-2.76E-18,0.025,30,329.155,341.862,-12.707
-3.31E-18,0.03,30,328.267,341.812,-13.545
-3.86E-18,0.035,30,327.435,341.764,-14.329
-4.41E-18,0.04,30,326.656,341.718,-15.062
-4.96E-18,0.045,30,325.93,341.674,-15.744
-5.51E-18,0.05,30,325.254,341.632,-16.378
-6.06E-18,0.055,30,324.627,341.592,-16.965
-6.61E-18,0.06,30,324.047,341.554,-17.507
-7.16E-18,0.065,30,323.515,341.518,-18.003
-7.72E-18,0.07,30,323.028,341.484,-18.456
-8.27E-18,0.075,30,322.585,341.453,-18.868
-8.82E-18,0.08,30,322.187,341.423,-19.236
-9.37E-18,0.085,30,321.831,341.396,-19.565
-9.92E-18,0.09,30,321.518,341.37,-19.852
-1.05E-17,0.095,30,321.246,341.347,-20.101
-1.39E-17,0.1,30,321.121,341.335,-20.214
0.095,0.005,40,333.795,342.104,-8.309
0.095,-5.49E-34,40,335.009,342.165,-7.156
0.1,-5.78E-34,40,334.464,342.135,-7.671
0.1,0.005,40,333.481,342.084,-8.603
0.1,0.01,40,332.345,342.026,-9.681
0.095,0.01,40,332.65,342.045,-9.395
0.1,0.015,40,331.275,341.969,-10.694
0.095,0.015,40,331.57,341.989,-10.419
0.1,0.02,40,330.267,341.915,-11.648
0.095,0.02,40,330.553,341.934,-11.381
0.1,0.025,40,329.318,341.862,-12.544
0.095,0.025,40,329.596,341.882,-12.286
0.1,0.03,40,328.427,341.812,-13.385
0.095,0.03,40,328.697,341.832,-13.135
0.1,0.035,40,327.591,341.764,-14.173
0.095,0.035,40,327.853,341.783,-13.93
0.1,0.04,40,326.809,341.718,-14.909
0.095,0.04,40,327.064,341.737,-14.673
0.1,0.045,40,326.079,341.674,-15.595
0.095,0.045,40,326.327,341.693,-15.366
0.1,0.05,40,325.4,341.632,-16.232
0.095,0.05,40,325.641,341.651,-16.01
0.095,0.055,40,325.005,341.611,-16.606
0.1,0.055,40,324.769,341.592,-16.823
0.1,0.06,40,324.187,341.554,-17.367
0.095,0.06,40,324.417,341.574,-17.157
0.1,0.065,40,323.652,341.518,-17.866
0.095,0.065,40,323.876,341.538,-17.662
0.1,0.07,40,323.162,341.484,-18.322
0.095,0.07,40,323.382,341.504,-18.122
0.1,0.075,40,322.717,341.453,-18.736
0.095,0.075,40,322.933,341.472,-18.539
0.1,0.08,40,322.316,341.423,-19.107
0.095,0.08,40,322.528,341.443,-18.915
0.1,0.085,40,321.959,341.396,-19.437
0.095,0.085,40,322.167,341.415,-19.248
0.1,0.09,40,321.643,341.37,-19.727
0.095,0.09,40,321.849,341.389,-19.54
0.1,0.095,40,321.37,341.347,-19.977
0.095,0.095,40,321.573,341.366,-19.793
0.1,0.1,40,321.244,341.335,-20.091
0.095,0.1,40,321.339,341.345,-20.006
0.09,0.005,40,334.068,342.121,-8.053
0.09,-5.20E-34,40,335.284,342.182,-6.898
0.09,0.01,40,332.918,342.063,-9.145
0.09,0.015,40,331.832,342.006,-10.174
0.09,0.02,40,330.808,341.952,-11.144
0.09,0.025,40,329.844,341.9,-12.056
0.09,0.03,40,328.938,341.849,-12.911
0.09,0.035,40,328.088,341.801,-13.713
0.09,0.04,40,327.292,341.755,-14.463
0.09,0.045,40,326.549,341.711,-15.162
0.09,0.05,40,325.857,341.669,-15.812
0.09,0.055,40,325.216,341.629,-16.413
0.09,0.06,40,324.623,341.591,-16.968
0.09,0.065,40,324.078,341.555,-17.477
0.09,0.07,40,323.58,341.521,-17.941
0.09,0.075,40,323.127,341.49,-18.363
0.09,0.08,40,322.719,341.46,-18.741
0.09,0.085,40,322.355,341.432,-19.077
0.09,0.09,40,322.034,341.407,-19.373
0.09,0.095,40,321.756,341.383,-19.627
0.09,0.1,40,321.52,341.362,-19.842
0.085,0.005,40,334.304,342.137,-7.833
0.085,-4.91E-34,40,335.522,342.198,-6.676
0.085,0.01,40,333.151,342.078,-8.927
0.085,0.015,40,332.06,342.022,-9.962
0.085,0.02,40,331.031,341.967,-10.936
0.085,0.025,40,330.061,341.915,-11.854
0.085,0.03,40,329.15,341.865,-12.715
0.085,0.035,40,328.294,341.816,-13.522
0.085,0.04,40,327.493,341.77,-14.277
0.085,0.045,40,326.745,341.726,-14.981
0.085,0.05,40,326.048,341.684,-15.636
0.085,0.055,40,325.402,341.644,-16.242
0.085,0.06,40,324.805,341.606,-16.801
0.085,0.065,40,324.257,341.571,-17.314
0.085,0.07,40,323.754,341.537,-17.783
0.085,0.075,40,323.298,341.505,-18.207
0.085,0.08,40,322.887,341.475,-18.588
0.085,0.085,40,322.521,341.448,-18.927
0.085,0.09,40,322.197,341.422,-19.225
0.085,0.095,40,321.917,341.399,-19.482
0.085,0.1,40,321.679,341.377,-19.698
0.08,0.005,40,334.506,342.151,-7.645
0.08,-4.62E-34,40,335.724,342.211,-6.487
0.08,0.01,40,333.35,342.092,-8.742
0.08,0.015,40,332.256,342.035,-9.779
0.08,0.02,40,331.223,341.981,-10.758
0.08,0.025,40,330.249,341.928,-11.679
0.08,0.03,40,329.333,341.878,-12.545
0.08,0.035,40,328.472,341.83,-13.358
0.08,0.04,40,327.667,341.784,-14.117
0.08,0.045,40,326.915,341.74,-14.825
0.08,0.05,40,326.214,341.698,-15.484
0.08,0.055,40,325.564,341.658,-16.094
0.08,0.06,40,324.964,341.62,-16.656
0.08,0.065,40,324.411,341.584,-17.173
0.08,0.07,40,323.906,341.55,-17.644
0.08,0.075,40,323.447,341.518,-18.071
0.08,0.08,40,323.034,341.489,-18.455
0.08,0.085,40,322.664,341.461,-18.797
0.08,0.09,40,322.339,341.435,-19.096
0.08,0.095,40,322.057,341.412,-19.355
0.08,0.1,40,321.818,341.39,-19.572
0.075,0.005,40,334.674,342.162,-7.488
0.075,-4.33E-34,40,335.893,342.223,-6.33
0.075,0.01,40,333.517,342.103,-8.586
0.075,0.015,40,332.42,342.047,-9.627
0.075,0.02,40,331.384,341.992,-10.608
0.075,0.025,40,330.407,341.94,-11.533
0.075,0.03,40,329.487,341.89,-12.403
0.075,0.035,40,328.623,341.841,-13.218
0.075,0.04,40,327.814,341.795,-13.981
0.075,0.045,40,327.058,341.751,-14.693
0.075,0.05,40,326.354,341.709,-15.355
0.075,0.055,40,325.701,341.669,-15.968
0.075,0.06,40,325.098,341.631,-16.533
0.075,0.065,40,324.542,341.595,-17.053
0.075,0.07,40,324.035,341.561,-17.526
0.075,0.075,40,323.573,341.53,-17.957
0.075,0.08,40,323.158,341.5,-18.342
0.075,0.085,40,322.786,341.472,-18.686
0.075,0.09,40,322.46,341.447,-18.987
0.075,0.095,40,322.176,341.423,-19.247
0.075,0.1,40,321.935,341.402,-19.467
0.07,-4.04E-34,40,336.03,342.232,-6.202
0.07,0.005,40,334.81,342.171,-7.361
0.07,0.01,40,333.652,342.113,-8.461
0.07,0.015,40,332.554,342.056,-9.502
0.07,0.02,40,331.516,342.002,-10.486
0.07,0.025,40,330.536,341.949,-11.413
0.07,0.03,40,329.613,341.899,-12.286
0.07,0.035,40,328.746,341.851,-13.105
0.07,0.04,40,327.934,341.804,-13.87
0.07,0.045,40,327.176,341.76,-14.584
0.07,0.05,40,326.469,341.718,-15.249
0.07,0.055,40,325.813,341.678,-15.865
0.07,0.06,40,325.207,341.64,-16.433
0.07,0.065,40,324.65,341.604,-16.954
0.07,0.07,40,324.14,341.571,-17.431
0.07,0.075,40,323.677,341.539,-17.862
0.07,0.08,40,323.259,341.509,-18.25
0.07,0.085,40,322.886,341.482,-18.596
0.07,0.09,40,322.558,341.456,-18.898
0.07,0.095,40,322.273,341.432,-19.159
0.07,0.1,40,322.032,341.411,-19.379
0.065,-3.76E-34,40,336.135,342.239,-6.104
0.065,0.005,40,334.916,342.178,-7.262
0.065,0.01,40,333.756,342.12,-8.364
0.065,0.015,40,332.657,342.063,-9.406
0.065,0.02,40,331.617,342.009,-10.392
0.065,0.025,40,330.635,341.956,-11.321
0.065,0.03,40,329.711,341.906,-12.195
0.065,0.035,40,328.842,341.858,-13.016
0.065,0.04,40,328.028,341.812,-13.784
0.065,0.045,40,327.267,341.767,-14.5
0.065,0.05,40,326.558,341.725,-15.167
0.065,0.055,40,325.901,341.685,-15.784
0.065,0.06,40,325.293,341.647,-16.354
0.065,0.065,40,324.733,341.612,-16.879
0.065,0.07,40,324.222,341.578,-17.356
0.065,0.075,40,323.757,341.546,-17.789
0.065,0.08,40,323.338,341.516,-18.178
0.065,0.085,40,322.964,341.489,-18.525
0.065,0.09,40,322.635,341.463,-18.828
0.065,0.095,40,322.349,341.44,-19.091
0.065,0.1,40,322.107,341.418,-19.311
0.06,-3.47E-34,40,336.21,342.244,-6.034
0.06,0.005,40,334.99,342.184,-7.194
0.06,0.01,40,333.831,342.125,-8.294
0.06,0.015,40,332.73,342.068,-9.338
0.06,0.02,40,331.689,342.014,-10.325
0.06,0.025,40,330.706,341.962,-11.256
0.06,0.03,40,329.78,341.911,-12.131
0.06,0.035,40,328.91,341.863,-12.953
0.06,0.04,40,328.094,341.817,-13.723
0.06,0.045,40,327.332,341.773,-14.441
0.06,0.05,40,326.622,341.731,-15.109
0.06,0.055,40,325.963,341.691,-15.728
0.06,0.06,40,325.354,341.653,-16.299
0.06,0.065,40,324.793,341.617,-16.824
0.06,0.07,40,324.28,341.583,-17.303
0.06,0.075,40,323.815,341.551,-17.736
0.06,0.08,40,323.395,341.521,-18.126
0.06,0.085,40,323.02,341.494,-18.474
0.06,0.09,40,322.69,341.468,-18.778
0.06,0.095,40,322.403,341.445,-19.042
0.06,0.1,40,322.16,341.423,-19.263
0.055,-3.18E-34,40,336.255,342.247,-5.992
0.055,0.005,40,335.035,342.187,-7.152
0.055,0.01,40,333.875,342.128,-8.253
0.055,0.015,40,332.774,342.072,-9.298
0.055,0.02,40,331.733,342.017,-10.284
0.055,0.025,40,330.749,341.965,-11.216
0.055,0.03,40,329.822,341.914,-12.092
0.055,0.035,40,328.951,341.866,-12.915
0.055,0.04,40,328.134,341.82,-13.686
0.055,0.045,40,327.371,341.776,-14.405
0.055,0.05,40,326.66,341.734,-15.074
0.055,0.055,40,326,341.694,-15.694
0.055,0.06,40,325.39,341.656,-16.266
0.055,0.065,40,324.829,341.62,-16.791
0.055,0.07,40,324.316,341.586,-17.27
0.055,0.075,40,323.849,341.554,-17.705
0.055,0.08,40,323.429,341.525,-18.096
0.055,0.085,40,323.053,341.497,-18.444
0.055,0.09,40,322.723,341.471,-18.748
0.055,0.095,40,322.436,341.448,-19.012
0.055,0.1,40,322.192,341.426,-19.234
0.05,-2.89E-34,40,336.27,342.249,-5.979
0.05,0.005,40,335.05,342.188,-7.138
0.05,0.01,40,333.89,342.129,-8.239
0.05,0.015,40,332.789,342.073,-9.284
0.05,0.02,40,331.747,342.018,-10.271
0.05,0.025,40,330.763,341.966,-11.203
0.05,0.03,40,329.836,341.915,-12.079
0.05,0.035,40,328.964,341.867,-12.903
0.05,0.04,40,328.148,341.821,-13.673
0.05,0.045,40,327.384,341.777,-14.393
0.05,0.05,40,326.673,341.735,-15.062
0.05,0.055,40,326.013,341.695,-15.682
0.05,0.06,40,325.402,341.657,-16.255
0.05,0.065,40,324.841,341.621,-16.78
0.05,0.07,40,324.327,341.587,-17.26
0.05,0.075,40,323.861,341.555,-17.694
0.05,0.08,40,323.44,341.526,-18.086
0.05,0.085,40,323.064,341.498,-18.434
0.05,0.09,40,322.734,341.472,-18.738
0.05,0.095,40,322.447,341.449,-19.002
0.05,0.1,40,322.203,341.427,-19.224
0.045,-2.60E-34,40,336.255,342.247,-5.992
0.045,0.005,40,335.035,342.187,-7.152
0.045,0.01,40,333.875,342.128,-8.253
0.045,0.015,40,332.774,342.072,-9.298
0.045,0.02,40,331.733,342.017,-10.284
0.045,0.025,40,330.749,341.965,-11.216
0.045,0.03,40,329.822,341.914,-12.092
0.045,0.035,40,328.951,341.866,-12.915
0.045,0.04,40,328.134,341.82,-13.686
0.045,0.045,40,327.371,341.776,-14.405
0.045,0.05,40,326.66,341.734,-15.074
0.045,0.055,40,326,341.694,-15.694
0.045,0.06,40,325.39,341.656,-16.266
0.045,0.065,40,324.829,341.62,-16.791
0.045,0.07,40,324.316,341.586,-17.27
0.045,0.075,40,323.849,341.554,-17.705
0.045,0.08,40,323.429,341.525,-18.096
0.045,0.085,40,323.053,341.497,-18.444
0.045,0.09,40,322.723,341.471,-18.748
0.045,0.095,40,322.436,341.448,-19.012
0.045,0.1,40,322.192,341.426,-19.234
0.04,-2.31E-34,40,336.21,342.244,-6.034
0.04,0.005,40,334.99,342.184,-7.194
0.04,0.01,40,333.831,342.125,-8.294
0.04,0.015,40,332.73,342.068,-9.338
0.04,0.02,40,331.689,342.014,-10.325
0.04,0.025,40,330.706,341.962,-11.256
0.04,0.03,40,329.78,341.911,-12.131
0.04,0.035,40,328.91,341.863,-12.953
0.04,0.04,40,328.094,341.817,-13.723
0.04,0.045,40,327.332,341.773,-14.441
0.04,0.05,40,326.622,341.731,-15.109
0.04,0.055,40,325.963,341.691,-15.728
0.04,0.06,40,325.354,341.653,-16.299
0.04,0.065,40,324.793,341.617,-16.824
0.04,0.07,40,324.28,341.583,-17.303
0.04,0.075,40,323.815,341.551,-17.736
0.04,0.08,40,323.395,341.521,-18.126
0.04,0.085,40,323.02,341.494,-18.474
0.04,0.09,40,322.69,341.468,-18.778
0.04,0.095,40,322.403,341.445,-19.042
0.04,0.1,40,322.16,341.423,-19.263
0.035,-2.02E-34,40,336.135,342.239,-6.104
0.035,0.005,40,334.916,342.178,-7.262
0.035,0.01,40,333.756,342.12,-8.364
0.035,0.015,40,332.657,342.063,-9.406
0.035,0.02,40,331.617,342.009,-10.392
0.035,0.025,40,330.635,341.956,-11.321
0.035,0.03,40,329.711,341.906,-12.195
0.035,0.035,40,328.842,341.858,-13.016
0.035,0.04,40,328.028,341.812,-13.784
0.035,0.045,40,327.267,341.767,-14.5
0.035,0.05,40,326.558,341.725,-15.167
0.035,0.055,40,325.901,341.685,-15.784
0.035,0.06,40,325.293,341.647,-16.354
0.035,0.065,40,324.733,341.612,-16.879
0.035,0.07,40,324.222,341.578,-17.356
0.035,0.075,40,323.757,341.546,-17.789
0.035,0.08,40,323.338,341.516,-18.178
0.035,0.085,40,322.964,341.489,-18.525
0.035,0.09,40,322.635,341.463,-18.828
0.035,0.095,40,322.349,341.44,-19.091
0.035,0.1,40,322.107,341.418,-19.311
0.03,-1.73E-34,40,336.03,342.232,-6.202
0.03,0.005,40,334.81,342.171,-7.361
0.03,0.01,40,333.652,342.113,-8.461
0.03,0.015,40,332.554,342.056,-9.502
0.03,0.02,40,331.516,342.002,-10.486
0.03,0.025,40,330.536,341.949,-11.413
0.03,0.03,40,329.613,341.899,-12.286
0.03,0.035,40,328.746,341.851,-13.105
0.03,0.04,40,327.934,341.804,-13.87
0.03,0.045,40,327.176,341.76,-14.584
0.03,0.05,40,326.469,341.718,-15.249
0.03,0.055,40,325.813,341.678,-15.865
0.03,0.06,40,325.207,341.64,-16.433
0.03,0.065,40,324.65,341.604,-16.954
0.03,0.07,40,324.14,341.571,-17.431
0.03,0.075,40,323.677,341.539,-17.862
0.03,0.08,40,323.259,341.509,-18.25
0.03,0.085,40,322.886,341.482,-18.596
0.03,0.09,40,322.558,341.456,-18.898
0.03,0.095,40,322.273,341.432,-19.159
0.03,0.1,40,322.032,341.411,-19.379
0.025,-1.44E-34,40,335.893,342.223,-6.33
0.025,0.005,40,334.674,342.162,-7.488
0.025,0.01,40,333.517,342.103,-8.586
0.025,0.015,40,332.42,342.047,-9.627
0.025,0.02,40,331.384,341.992,-10.608
0.025,0.025,40,330.407,341.94,-11.533
0.025,0.03,40,329.487,341.89,-12.403
0.025,0.035,40,328.623,341.841,-13.218
0.025,0.04,40,327.814,341.795,-13.981
0.025,0.045,40,327.058,341.751,-14.693
0.025,0.05,40,326.354,341.709,-15.355
0.025,0.055,40,325.701,341.669,-15.968
0.025,0.06,40,325.098,341.631,-16.533
0.025,0.065,40,324.542,341.595,-17.053
0.025,0.07,40,324.035,341.561,-17.526
0.025,0.075,40,323.573,341.53,-17.957
0.025,0.08,40,323.158,341.5,-18.342
0.025,0.085,40,322.786,341.472,-18.686
0.025,0.09,40,322.46,341.447,-18.987
0.025,0.095,40,322.176,341.423,-19.247
0.025,0.1,40,321.935,341.402,-19.467
0.02,-1.16E-34,40,335.724,342.211,-6.487
0.02,0.005,40,334.506,342.151,-7.645
0.02,0.01,40,333.35,342.092,-8.742
0.02,0.015,40,332.256,342.035,-9.779
0.02,0.02,40,331.223,341.981,-10.758
