X,Y,Temperature_3D,Temperature_2D,Temp_Difference
0.095,0.005,333.852,342.104,-8.25200000000001
0.095,0.0,335.066,342.165,-7.099000000000046
0.1,-5.4899999999999995e-34,334.521,342.135,-7.613999999999976
0.1,0.005,333.538,342.084,-8.545999999999992
0.1,0.01,332.402,342.026,-9.624000000000024
0.095,0.01,332.707,342.045,-9.338000000000022
0.1,0.015,331.331,341.969,-10.637999999999977
0.095,0.015,331.627,341.989,-10.361999999999966
0.1,0.02,330.322,341.915,-11.593000000000018
0.095,0.02,330.609,341.934,-11.325000000000045
0.1,0.025,329.372,341.862,-12.490000000000009
0.095,0.025,329.651,341.882,-12.230999999999995
0.1,0.03,328.48,341.81200000000007,-13.33200000000005
0.095,0.03,328.75,341.832,-13.081999999999994
0.1,0.035,327.643,341.76399999999995,-14.120999999999981
0.095,0.035,327.906,341.783,-13.87700000000001
0.1,0.04,326.86,341.718,-14.858000000000004
0.095,0.04,327.115,341.737,-14.622000000000014
0.1,0.045,326.129,341.674,-15.544999999999959
0.095,0.045,326.377,341.693,-15.315999999999974
0.1,0.05,325.448,341.632,-16.184000000000026
0.095,0.05,325.69,341.651,-15.961000000000013
0.1,0.055,324.817,341.5919999999999,-16.77499999999992
0.095,0.055,325.053,341.611,-16.557999999999993
0.1,0.06,324.234,341.5539999999999,-17.319999999999936
0.095,0.06,324.464,341.574,-17.110000000000014
0.1,0.065,323.697,341.518,-17.82099999999997
0.095,0.065,323.923,341.538,-17.61500000000001
0.1,0.07,323.207,341.484,-18.276999999999987
0.095,0.07,323.427,341.504,-18.076999999999998
0.1,0.075,322.761,341.453,-18.69199999999995
0.095,0.075,322.977,341.472,-18.495000000000005
0.1,0.08,322.359,341.423,-19.06400000000002
0.095,0.08,322.572,341.443,-18.87099999999998
0.1,0.085,322.001,341.396,-19.39500000000004
0.095,0.085,322.21,341.415,-19.20500000000004
0.1,0.09,321.685,341.37000000000006,-19.68500000000006
0.095,0.09,321.892,341.389,-19.497000000000014
0.1,0.095,321.411,341.347,-19.93599999999998
0.095,0.095,321.615,341.366,-19.750999999999976
0.1,0.1,321.285,341.335,-20.049999999999955
0.095,0.1,321.381,341.345,-19.964000000000055
0.09,-5.2e-34,334.126,342.182,-8.05600000000004
0.09,0.005,335.342,342.121,-6.778999999999996
0.09,0.01,332.975,342.063,-9.087999999999965
0.09,0.015,331.889,342.006,-10.116999999999962
0.09,0.02,330.864,341.952,-11.088000000000022
0.09,0.025,329.899,341.9,-12.000999999999976
0.09,0.03,328.992,341.849,-12.856999999999971
0.09,0.035,328.14,341.801,-13.661000000000001
0.09,0.04,327.344,341.755,-14.411000000000001
0.09,0.045,326.599,341.711,-15.112000000000023
0.09,0.05,325.907,341.669,-15.762
0.09,0.055,325.264,341.629,-16.36500000000001
0.09,0.06,324.671,341.591,-16.920000000000016
0.09,0.065,324.125,341.555,-17.430000000000007
0.09,0.07,323.625,341.521,-17.896000000000015
0.09,0.075,323.172,341.49,-18.317999999999984
0.09,0.08,322.763,341.46,-18.697000000000003
0.09,0.085,322.398,341.432,-19.033999999999992
0.09,0.09,322.077,341.407,-19.329999999999984
0.09,0.095,321.798,341.383,-19.58499999999998
0.09,0.1,321.561,341.362,-19.801000000000045
0.085,-4.9099999999999994e-34,334.363,342.19800000000004,-7.835000000000036
0.085,0.005,335.58,342.137,-6.557000000000016
0.085,0.01,333.209,342.078,-8.868999999999971
0.085,0.015,332.118,342.022,-9.903999999999996
0.085,0.02,331.088,341.967,-10.878999999999962
0.085,0.025,330.117,341.915,-11.798000000000002
0.085,0.03,329.204,341.865,-12.661000000000001
0.085,0.035,328.347,341.816,-13.468999999999994
0.085,0.04,327.545,341.77,-14.224999999999966
0.085,0.045,326.796,341.726,-14.930000000000007
0.085,0.05,326.098,341.684,-15.586000000000013
0.085,0.055,325.451,341.644,-16.192999999999984
0.085,0.06,324.853,341.606,-16.752999999999986
0.085,0.065,324.303,341.571,-17.26800000000003
0.085,0.07,323.8,341.537,-17.736999999999966
0.085,0.075,323.343,341.505,-18.161999999999978
0.085,0.08,322.932,341.475,-18.543000000000006
0.085,0.085,322.564,341.448,-18.883999999999958
0.085,0.09,322.24,341.422,-19.182000000000016
0.085,0.095,321.96,341.399,-19.43900000000002
0.085,0.1,321.721,341.377,-19.656000000000006
0.08,-4.62e-34,334.564,342.211,-7.646999999999991
0.08,0.005,335.783,342.151,-6.367999999999995
0.08,0.01,333.408,342.092,-8.683999999999969
0.08,0.015,332.314,342.035,-9.721000000000004
0.08,0.02,331.28,341.981,-10.701000000000022
0.08,0.025,330.305,341.928,-11.62299999999999
0.08,0.03,329.387,341.878,-12.490999999999985
0.08,0.035,328.526,341.83,-13.303999999999974
0.08,0.04,327.719,341.784,-14.064999999999998
0.08,0.045,326.966,341.74,-14.774000000000001
0.08,0.05,326.264,341.698,-15.433999999999969
0.08,0.055,325.613,341.658,-16.045000000000016
0.08,0.06,325.012,341.62,-16.608000000000004
0.08,0.065,324.458,341.584,-17.125999999999976
0.08,0.07,323.952,341.55,-17.598000000000013
0.08,0.075,323.493,341.518,-18.024999999999977
0.08,0.08,323.078,341.489,-18.411
0.08,0.085,322.708,341.461,-18.752999999999986
0.08,0.09,322.382,341.435,-19.052999999999997
0.08,0.095,322.1,341.412,-19.311999999999955
0.08,0.1,321.86,341.39000000000004,-19.53000000000003
0.075,-4.329999999999999e-34,335.952,342.223,-6.271000000000015
0.075,0.005,334.733,342.162,-7.428999999999974
0.075,0.01,333.575,342.103,-8.52800000000002
0.075,0.015,332.478,342.047,-9.569000000000017
0.075,0.02,331.441,341.992,-10.551000000000045
0.075,0.025,330.463,341.94,-11.476999999999975
0.075,0.03,329.542,341.89,-12.348000000000013
0.075,0.035,328.677,341.841,-13.163999999999987
0.075,0.04,327.867,341.795,-13.927999999999997
0.075,0.045,327.11,341.751,-14.640999999999963
0.075,0.05,326.405,341.709,-15.30400000000003
0.075,0.055,325.751,341.669,-15.918000000000006
0.075,0.06,325.146,341.631,-16.484999999999957
0.075,0.065,324.59,341.595,-17.005000000000052
0.075,0.07,324.081,341.561,-17.47999999999996
0.075,0.075,323.619,341.53,-17.910999999999945
0.075,0.08,323.202,341.5,-18.298000000000002
0.075,0.085,322.831,341.472,-18.640999999999963
0.075,0.09,322.503,341.447,-18.944000000000017
0.075,0.095,322.219,341.423,-19.204000000000008
0.075,0.1,321.978,341.402,-19.423999999999978
0.07,-4.04e-34,336.089,342.232,-6.143000000000029
0.07,0.005,334.87,342.171,-7.300999999999988
0.07,0.01,333.711,342.113,-8.401999999999987
0.07,0.015,332.612,342.056,-9.44399999999996
0.07,0.02,331.573,342.002,-10.42900000000003
0.07,0.025,330.592,341.949,-11.357000000000028
0.07,0.03,329.668,341.899,-12.230999999999995
0.07,0.035,328.8,341.851,-13.050999999999988
0.07,0.04,327.987,341.804,-13.81699999999995
0.07,0.045,327.227,341.76,-14.533000000000015
0.07,0.05,326.52,341.718,-15.198000000000036
0.07,0.055,325.863,341.678,-15.814999999999998
0.07,0.06,325.256,341.64,-16.384000000000015
0.07,0.065,324.697,341.604,-16.906999999999982
0.07,0.07,324.187,341.571,-17.384000000000015
0.07,0.075,323.722,341.539,-17.817000000000007
0.07,0.08,323.304,341.509,-18.20500000000004
0.07,0.085,322.931,341.482,-18.551000000000045
0.07,0.09,322.602,341.456,-18.854000000000042
0.07,0.095,322.316,341.432,-19.116000000000042
0.07,0.1,322.074,341.411,-19.33699999999999
0.065,-3.76e-34,336.195,342.239,-6.043999999999983
0.065,0.005,334.975,342.178,-7.2029999999999745
0.065,0.01,333.815,342.12,-8.305000000000007
0.065,0.015,332.715,342.063,-9.348000000000013
0.065,0.02,331.675,342.009,-10.334000000000003
0.065,0.025,330.692,341.956,-11.26400000000001
0.065,0.03,329.766,341.906,-12.139999999999986
0.065,0.035,328.896,341.858,-12.961999999999989
0.065,0.04,328.081,341.812,-13.730999999999995
0.065,0.045,327.319,341.767,-14.447999999999979
0.065,0.05,326.609,341.725,-15.116000000000042
0.065,0.055,325.95,341.685,-15.735000000000014
0.065,0.06,325.341,341.647,-16.305999999999983
0.065,0.065,324.781,341.612,-16.831000000000017
0.065,0.07,324.269,341.578,-17.30899999999997
0.065,0.075,323.803,341.546,-17.742999999999995
0.065,0.08,323.383,341.516,-18.133000000000038
0.065,0.085,323.009,341.489,-18.47999999999996
0.065,0.09,322.679,341.463,-18.78400000000005
0.065,0.095,322.392,341.44,-19.048000000000002
0.065,0.1,322.149,341.41799999999995,-19.26899999999995
0.06,-3.47e-34,336.27,342.244,-5.974000000000046
0.06,0.005,335.05,342.184,-7.1340000000000146
0.06,0.01,333.89,342.125,-8.235000000000014
0.06,0.015,332.789,342.068,-9.278999999999996
0.06,0.02,331.747,342.014,-10.266999999999996
0.06,0.025,330.763,341.962,-11.199000000000012
0.06,0.03,329.836,341.911,-12.074999999999989
0.06,0.035,328.964,341.863,-12.899000000000001
0.06,0.04,328.148,341.817,-13.668999999999983
0.06,0.045,327.384,341.773,-14.38900000000001
0.06,0.05,326.673,341.731,-15.057999999999993
0.06,0.055,326.013,341.691,-15.677999999999997
0.06,0.06,325.402,341.653,-16.251000000000033
0.06,0.065,324.841,341.617,-16.77600000000001
0.06,0.07,324.327,341.583,-17.25600000000003
0.06,0.075,323.861,341.551,-17.689999999999998
0.06,0.08,323.44,341.521,-18.081000000000017
0.06,0.085,323.064,341.494,-18.430000000000007
0.06,0.09,322.734,341.468,-18.734000000000037
0.06,0.095,322.447,341.445,-18.99799999999999
0.06,0.1,322.203,341.423,-19.220000000000027
0.055,-3.18e-34,336.315,342.247,-5.932000000000016
0.055,0.005,335.095,342.187,-7.0919999999999845
0.055,0.01,333.934,342.128,-8.19399999999996
0.055,0.015,332.833,342.072,-9.238999999999976
0.055,0.02,331.79,342.017,-10.226999999999975
0.055,0.025,330.806,341.965,-11.158999999999992
0.055,0.03,329.878,341.914,-12.036000000000001
0.055,0.035,329.005,341.866,-12.86099999999999
0.055,0.04,328.188,341.82,-13.632000000000005
0.055,0.045,327.423,341.776,-14.353000000000009
0.055,0.05,326.711,341.734,-15.022999999999968
0.055,0.055,326.05,341.694,-15.644000000000005
0.055,0.06,325.439,341.656,-16.216999999999985
0.055,0.065,324.877,341.62,-16.742999999999995
0.055,0.07,324.363,341.586,-17.223000000000013
0.055,0.075,323.895,341.554,-17.658999999999992
0.055,0.08,323.474,341.525,-18.050999999999988
0.055,0.085,323.098,341.497,-18.399
0.055,0.09,322.767,341.471,-18.704000000000008
0.055,0.095,322.479,341.448,-18.968999999999994
0.055,0.1,322.235,341.426,-19.190999999999974
0.05,-2.89e-34,336.33,342.249,-5.91900000000004
0.05,0.005,335.11,342.188,-7.0779999999999745
0.05,0.01,333.949,342.129,-8.180000000000007
0.05,0.015,332.848,342.073,-9.224999999999966
0.05,0.02,331.805,342.018,-10.212999999999965
0.05,0.025,330.82,341.966,-11.146000000000015
0.05,0.03,329.892,341.915,-12.023000000000025
0.05,0.035,329.019,341.867,-12.848000000000013
0.05,0.04,328.201,341.821,-13.620000000000005
0.05,0.045,327.436,341.777,-14.341000000000008
0.05,0.05,326.724,341.735,-15.011000000000024
0.05,0.055,326.063,341.695,-15.632000000000005
0.05,0.06,325.451,341.657,-16.20599999999996
0.05,0.065,324.889,341.621,-16.73199999999997
0.05,0.07,324.374,341.587,-17.212999999999965
0.05,0.075,323.907,341.555,-17.648000000000025
0.05,0.08,323.485,341.526,-18.040999999999997
0.05,0.085,323.109,341.498,-18.38900000000001
0.05,0.09,322.778,341.472,-18.69399999999996
0.05,0.095,322.49,341.449,-18.959000000000003
0.05,0.1,322.246,341.427,-19.18100000000004
0.045,-2.6e-34,336.315,342.247,-5.932000000000016
0.045,0.005,335.095,342.187,-7.0919999999999845
0.045,0.01,333.934,342.128,-8.19399999999996
0.045,0.015,332.833,342.072,-9.238999999999976
0.045,0.02,331.79,342.017,-10.226999999999975
0.045,0.025,330.806,341.965,-11.158999999999992
0.045,0.03,329.878,341.914,-12.036000000000001
0.045,0.035,329.005,341.866,-12.86099999999999
0.045,0.04,328.188,341.82,-13.632000000000005
0.045,0.045,327.423,341.776,-14.353000000000009
0.045,0.05,326.711,341.734,-15.022999999999968
0.045,0.055,326.05,341.694,-15.644000000000005
0.045,0.06,325.439,341.656,-16.216999999999985
0.045,0.065,324.877,341.62,-16.742999999999995
0.045,0.07,324.363,341.586,-17.223000000000013
0.045,0.075,323.895,341.554,-17.658999999999992
0.045,0.08,323.474,341.525,-18.050999999999988
0.045,0.085,323.098,341.497,-18.399
0.045,0.09,322.767,341.471,-18.704000000000008
0.045,0.095,322.479,341.448,-18.968999999999994
0.045,0.1,322.235,341.426,-19.190999999999974
0.04,-2.31e-34,336.27,342.244,-5.974000000000046
0.04,0.005,335.05,342.184,-7.1340000000000146
0.04,0.01,333.89,342.125,-8.235000000000014
0.04,0.015,332.789,342.068,-9.278999999999996
0.04,0.02,331.747,342.014,-10.266999999999996
0.04,0.025,330.763,341.962,-11.199000000000012
0.04,0.03,329.836,341.911,-12.074999999999989
0.04,0.035,328.964,341.863,-12.899000000000001
0.04,0.04,328.148,341.817,-13.668999999999983
0.04,0.045,327.384,341.773,-14.38900000000001
0.04,0.05,326.673,341.731,-15.057999999999993
0.04,0.055,326.013,341.691,-15.677999999999997
0.04,0.06,325.402,341.653,-16.251000000000033
0.04,0.065,324.841,341.617,-16.77600000000001
0.04,0.07,324.327,341.583,-17.25600000000003
0.04,0.075,323.861,341.551,-17.689999999999998
0.04,0.08,323.44,341.521,-18.081000000000017
0.04,0.085,323.064,341.494,-18.430000000000007
0.04,0.09,322.734,341.468,-18.734000000000037
0.04,0.095,322.447,341.445,-18.99799999999999
0.04,0.1,322.203,341.423,-19.220000000000027
0.035,-2.02e-34,336.195,342.239,-6.043999999999983
0.035,0.005,334.975,342.178,-7.2029999999999745
0.035,0.01,333.815,342.12,-8.305000000000007
0.035,0.015,332.715,342.063,-9.348000000000013
0.035,0.02,331.675,342.009,-10.334000000000003
0.035,0.025,330.692,341.956,-11.26400000000001
0.035,0.03,329.766,341.906,-12.139999999999986
0.035,0.035,328.896,341.858,-12.961999999999989
0.035,0.04,328.081,341.812,-13.730999999999995
0.035,0.045,327.319,341.767,-14.447999999999979
0.035,0.05,326.609,341.725,-15.116000000000042
0.035,0.055,325.95,341.685,-15.735000000000014
0.035,0.06,325.341,341.647,-16.305999999999983
0.035,0.065,324.781,341.612,-16.831000000000017
0.035,0.07,324.269,341.578,-17.30899999999997
0.035,0.075,323.803,341.546,-17.742999999999995
0.035,0.08,323.383,341.516,-18.133000000000038
0.035,0.085,323.009,341.489,-18.47999999999996
0.035,0.09,322.679,341.463,-18.78400000000005
0.035,0.095,322.392,341.44,-19.048000000000002
0.035,0.1,322.149,341.41799999999995,-19.26899999999995
0.03,-1.7299999999999999e-34,336.089,342.232,-6.143000000000029
0.03,0.005,334.87,342.171,-7.300999999999988
0.03,0.01,333.711,342.113,-8.401999999999987
0.03,0.015,332.612,342.056,-9.44399999999996
0.03,0.02,331.573,342.002,-10.42900000000003
0.03,0.025,330.592,341.949,-11.357000000000028
0.03,0.03,329.668,341.899,-12.230999999999995
0.03,0.035,328.8,341.851,-13.050999999999988
0.03,0.04,327.987,341.804,-13.81699999999995
0.03,0.045,327.227,341.76,-14.533000000000015
0.03,0.05,326.52,341.718,-15.198000000000036
0.03,0.055,325.863,341.678,-15.814999999999998
0.03,0.06,325.256,341.64,-16.384000000000015
0.03,0.065,324.697,341.604,-16.906999999999982
0.03,0.07,324.187,341.571,-17.384000000000015
0.03,0.075,323.722,341.539,-17.817000000000007
0.03,0.08,323.304,341.509,-18.20500000000004
0.03,0.085,322.931,341.482,-18.551000000000045
0.03,0.09,322.602,341.456,-18.854000000000042
0.03,0.095,322.316,341.432,-19.116000000000042
0.03,0.1,322.074,341.411,-19.33699999999999
0.025,-1.4399999999999999e-34,335.952,342.223,-6.271000000000015
0.025,0.005,334.733,342.162,-7.428999999999974
0.025,0.01,333.575,342.103,-8.52800000000002
0.025,0.015,332.478,342.047,-9.569000000000017
0.025,0.02,331.441,341.992,-10.551000000000045
0.025,0.025,330.463,341.94,-11.476999999999975
0.025,0.03,329.542,341.89,-12.348000000000013
0.025,0.035,328.677,341.841,-13.163999999999987
0.025,0.04,327.867,341.795,-13.927999999999997
0.025,0.045,327.11,341.751,-14.640999999999963
0.025,0.05,326.405,341.709,-15.30400000000003
0.025,0.055,325.751,341.669,-15.918000000000006
0.025,0.06,325.146,341.631,-16.484999999999957
0.025,0.065,324.59,341.595,-17.005000000000052
0.025,0.07,324.081,341.561,-17.47999999999996
0.025,0.075,323.619,341.53,-17.910999999999945
0.025,0.08,323.202,341.5,-18.298000000000002
0.025,0.085,322.831,341.472,-18.640999999999963
0.025,0.09,322.503,341.447,-18.944000000000017
0.025,0.095,322.219,341.423,-19.204000000000008
0.025,0.1,321.978,341.402,-19.423999999999978
0.02,0.005,335.783,342.151,-6.367999999999995
0.02,-1.1599999999999999e-34,334.564,342.211,-7.646999999999991
0.02,0.01,333.408,342.092,-8.683999999999969
0.02,0.015,332.314,342.035,-9.721000000000004
0.02,0.02,331.28,341.981,-10.701000000000022
0.02,0.025,330.305,341.928,-11.62299999999999
0.02,0.03,329.387,341.878,-12.490999999999985
0.02,0.035,328.526,341.83,-13.303999999999974
0.02,0.04,327.719,341.784,-14.064999999999998
0.02,0.045,326.966,341.74,-14.774000000000001
0.02,0.05,326.264,341.698,-15.433999999999969
0.02,0.055,325.613,341.658,-16.045000000000016
0.02,0.06,325.012,341.62,-16.608000000000004
0.02,0.065,324.458,341.584,-17.125999999999976
0.02,0.07,323.952,341.55,-17.598000000000013
0.02,0.075,323.493,341.518,-18.024999999999977
0.02,0.08,323.078,341.489,-18.411
0.02,0.085,322.708,341.461,-18.752999999999986
0.02,0.09,322.382,341.435,-19.052999999999997
0.02,0.095,322.1,341.412,-19.311999999999955
0.02,0.1,321.86,341.39000000000004,-19.53000000000003
0.015,0.005,335.58,342.137,-6.557000000000016
0.015,-8.67e-35,334.363,342.19800000000004,-7.835000000000036
0.015,0.01,333.209,342.078,-8.868999999999971
0.015,0.015,332.118,342.022,-9.903999999999996
0.015,0.02,331.088,341.967,-10.878999999999962
0.015,0.025,330.117,341.915,-11.798000000000002
0.015,0.03,329.204,341.865,-12.661000000000001
0.015,0.035,328.347,341.816,-13.468999999999994
0.015,0.04,327.545,341.77,-14.224999999999966
0.015,0.045,326.796,341.726,-14.930000000000007
0.015,0.05,326.098,341.684,-15.586000000000013
0.015,0.055,325.451,341.644,-16.192999999999984
0.015,0.06,324.853,341.606,-16.752999999999986
0.015,0.065,324.303,341.571,-17.26800000000003
0.015,0.07,323.8,341.537,-17.736999999999966
0.015,0.075,323.343,341.505,-18.161999999999978
0.015,0.08,322.932,341.475,-18.543000000000006
0.015,0.085,322.564,341.448,-18.883999999999958
0.015,0.09,322.24,341.422,-19.182000000000016
0.015,0.095,321.96,341.399,-19.43900000000002
0.015,0.1,321.721,341.377,-19.656000000000006
0.01,0.005,335.342,342.121,-6.778999999999996
0.01,-5.78e-35,334.126,342.182,-8.05600000000004
0.01,0.01,332.975,342.063,-9.087999999999965
0.01,0.015,331.889,342.006,-10.116999999999962
0.01,0.02,330.864,341.952,-11.088000000000022
0.01,0.025,329.899,341.9,-12.000999999999976
0.01,0.03,328.992,341.849,-12.856999999999971
0.01,0.035,328.14,341.801,-13.661000000000001
0.01,0.04,327.344,341.755,-14.411000000000001
0.01,0.045,326.6,341.711,-15.11099999999999
0.01,0.05,325.907,341.669,-15.762
0.01,0.055,325.264,341.629,-16.36500000000001
0.01,0.06,324.671,341.591,-16.920000000000016
0.01,0.065,324.125,341.555,-17.430000000000007
0.01,0.07,323.625,341.521,-17.896000000000015
0.01,0.075,323.172,341.49,-18.317999999999984
0.01,0.08,322.763,341.46,-18.697000000000003
0.01,0.085,322.398,341.432,-19.033999999999992
0.01,0.09,322.077,341.407,-19.329999999999984
0.01,0.095,321.798,341.383,-19.58499999999998
0.01,0.1,321.561,341.362,-19.801000000000045
0.005,0.005,335.066,342.104,-7.038000000000011
0.005,-2.89e-35,333.852,342.165,-8.313000000000045
0.005,0.01,332.707,342.045,-9.338000000000022
0.005,0.015,331.627,341.989,-10.361999999999966
0.005,0.02,330.609,341.934,-11.325000000000045
0.005,0.025,329.651,341.882,-12.230999999999995
0.005,0.03,328.75,341.832,-13.081999999999994
0.005,0.035,327.906,341.783,-13.87700000000001
0.005,0.04,327.115,341.737,-14.622000000000014
0.005,0.045,326.377,341.693,-15.315999999999974
0.005,0.05,325.69,341.651,-15.961000000000013
0.005,0.055,325.053,341.611,-16.557999999999993
0.005,0.06,324.464,341.574,-17.110000000000014
0.005,0.065,323.923,341.538,-17.61500000000001
0.005,0.07,323.427,341.504,-18.076999999999998
0.005,0.075,322.977,341.472,-18.495000000000005
0.005,0.08,322.572,341.443,-18.87099999999998
0.005,0.085,322.21,341.415,-19.20500000000004
0.005,0.09,321.892,341.389,-19.497000000000014
0.005,0.095,321.615,341.366,-19.750999999999976
0.005,0.1,321.381,341.345,-19.964000000000055
-5.51e-19,0.0,333.538,342.1349999999999,-8.596999999999866
0.0,0.005,334.521,342.08400000000006,-7.563000000000045
-1.1e-18,0.01,332.402,342.02599999999995,-9.623999999999967
-1.65e-18,0.015,331.331,341.969,-10.637999999999977
-2.2e-18,0.02,330.322,341.915,-11.593000000000018
-2.76e-18,0.025,329.372,341.862,-12.490000000000009
-3.31e-18,0.03,328.48,341.81200000000007,-13.33200000000005
-3.86e-18,0.035,327.643,341.76399999999995,-14.120999999999981
-4.41e-18,0.04,326.86,341.718,-14.858000000000004
-4.96e-18,0.045,326.129,341.67400000000004,-15.545000000000016
-5.51e-18,0.05,325.448,341.63200000000006,-16.184000000000083
-6.06e-18,0.055,324.817,341.5919999999999,-16.77499999999992
-6.61e-18,0.06,324.234,341.55400000000003,-17.32000000000005
-7.16e-18,0.065,323.697,341.51800000000003,-17.821000000000026
-7.72e-18,0.07,323.207,341.484,-18.276999999999987
-8.27e-18,0.075,322.761,341.453,-18.69199999999995
-8.82e-18,0.08,322.359,341.42299999999994,-19.063999999999965
-9.37e-18,0.085,322.001,341.3960000000001,-19.395000000000095
-9.92e-18,0.09,321.685,341.37,-19.685000000000002
-1.05e-17,0.095,321.411,341.347,-19.93599999999998
-1.39e-17,0.1,321.285,341.3350000000002,-20.050000000000182
